,Unnamed: 0,hr,,,Name,weight,mlb_g,height_inches,era,round_sort,round,draft_type,rbi,bats,description,sv,height_feet,pick,year,name_last_first,avg,overall,milb_g,Team,league_full,primary_position,team_abbrev,birth_date,so,throws,league_id,l,w,school,trans_date,sb,signed_sw,round_desc,player_id,team_id,DOB,First,Last,,
68690,68690,0,,,Mitch Keller,220,1,2,5.9,2,2,JR,0,R,June Amateur Draft,0,6,23,2014,"Keller, Mitch",0.083,64,Y,PIT,National League,RHP,PIT,4/4/1996,168,R,104,17,7,Xavier (IA) HS,2014-06-14T00:00:00,0,Y,Round 2,656605,134,04/04/96,Mitch,Keller,,
68691,68691,0,,,Daniel Gossett,185,1,0,5.91,2,2,JR,0,R,June Amateur Draft,0,6,24,2014,"Gossett, Daniel",0.2,65,Y,OAK,American League,RHP,OAK,11/13/1992,84,R,103,14,4,Clemson,2014-06-13T00:00:00,0,Y,Round 2,605254,133,11/13/92,Daniel,Gossett,,
68693,68693,7,,,Sam Travis,220,1,0,-1,2,2,JR,24,R,June Amateur Draft,,6,26,2014,"Travis, Sam",0.23,67,Y,BOS,American League,1B,BOS,8/27/1993,,R,103,,,Indiana,2014-06-17T00:00:00,3,Y,Round 2,607752,111,08/27/93,Sam,Travis,,
68696,68696,9,,,Isan Diaz,201,1,11,-1,2,CBB,JR,41,L,June Amateur Draft,,5,2,2014,"Diaz, Isan",0.185,70,Y,ARI,National League,SS,ARI,5/27/1996,,R,104,,,Springfield Central (MA) HS,2014-06-15T00:00:00,1,Y,Round CBB,656371,109,05/27/96,Isan,Diaz,,
68698,68698,,,,Brent Honeywell Jr.,195,1,2,8.31,2,CBB,JR,,R,June Amateur Draft,0,6,4,2014,"Honeywell Jr., Brent",,72,Y,TBR,American League,RHP,TB,3/31/1995,4,R,103,0,0,Franklin County (GA) HS,2014-06-17T00:00:00,,Y,Round CBB,641703,139,03/31/95,Brent,Honeywell,Jr.,
68701,68701,38,,,J.D. Davis,218,1,3,3.38,3,3,JR,111,R,June Amateur Draft,0,6,1,2014,"Davis, J.D.",0.271,75,Y,HOU,American League,3B,HOU,4/27/1993,4,R,103,0,0,Cal State Fullerton,2014-06-12T00:00:00,5,Y,Round 3,605204,117,04/27/93,J.D.,Davis,,
68702,68702,49,,,Brian Anderson,208,1,3,-1,3,3,JR,205,R,June Amateur Draft,,6,2,2014,"Anderson, Brian",0.263,76,Y,MIA,National League,2B,MIA,5/19/1993,,R,104,,,Arkansas,2014-06-13T00:00:00,12,Y,Round 3,605119,146,05/19/93,Brian,Anderson,,
68703,68703,0,,,Jace Fry,220,1,1,5.04,3,3,JR,0,L,June Amateur Draft,4,6,3,2014,"Fry, Jace",,77,Y,CHW,American League,LHP,CWS,7/9/1993,168,L,103,9,5,Oregon State,2014-06-11T00:00:00,0,Y,Round 3,605240,145,07/09/93,Jace,Fry,,
68704,68704,0,,,Mark Zagunis,215,1,0,-1,3,3,JR,7,R,June Amateur Draft,,6,4,2014,"Zagunis, Mark",0.2,78,Y,CHC,National League,C,CHC,2/5/1993,,R,104,,,Virginia Tech,2014-06-25T00:00:00,2,Y,Round 3,657145,112,02/05/93,Mark,Zagunis,,
68708,68708,0,,,Sam Howard,195,1,4,5.25,3,3,JR,0,R,June Amateur Draft,0,6,8,2014,"Howard, Sam",0,82,Y,COL,National League,LHP,COL,3/5/1993,105,L,104,7,7,Georgia Southern,2014-06-15T00:00:00,0,Y,Round 3,607572,115,03/05/93,Sam,Howard,,
68711,68711,,,,Cy Sneed,213,1,4,5.59,3,3,JR,,R,June Amateur Draft,0,6,11,2014,"Sneed, Cy",,85,Y,MIL,National League,RHP,MIL,10/1/1992,44,R,104,4,0,Dallas Baptist,2014-06-12T00:00:00,,Y,Round 3,605482,158,10/01/92,Cy,Sneed,,
68714,68714,0,,,Chris Ellis,205,1,5,2.08,3,3,JR,0,L,June Amateur Draft,0,6,14,2014,"Ellis, Chris",,88,Y,LAA,American League,RHP,LAA,9/22/1992,23,R,103,0,1,Mississippi,2014-06-28T00:00:00,0,Y,Round 3,595939,108,09/22/92,Chris,Ellis,,
68718,68718,0,,,Eric Skoglund,215,1,7,6.61,3,3,JR,0,L,June Amateur Draft,0,6,18,2014,"Skoglund, Eric",0,92,Y,KCR,American League,LHP,KC,10/26/1992,67,L,103,11,2,Central Florida,2014-06-10T00:00:00,0,Y,Round 3,607215,118,10/26/92,Eric,Skoglund,,
68719,68719,0,,,Jakson Reetz,205,1,0,-1,3,3,JR,0,R,June Amateur Draft,,6,19,2014,"Reetz, Jakson",0.5,93,Y,WSN,National League,C,WSH,1/3/1996,,R,104,,,Norris (NE) HS,2014-06-18T00:00:00,0,Y,Round 3,656883,120,01/03/96,Jakson,Reetz,,
68722,68722,,,,Brock Burke,210,1,4,7.43,3,3,JR,,L,June Amateur Draft,0,6,22,2014,"Burke, Brock",,96,Y,TBR,American League,LHP,TB,8/4/1996,14,L,103,2,0,Evergreen (CO) HS,2014-07-02T00:00:00,,Y,Round 3,656271,139,08/04/96,Brock,Burke,,
68723,68723,16,,,Bobby Bradley,225,1,1,-1,3,3,JR,44,L,June Amateur Draft,,6,23,2014,"Bradley, Bobby",0.205,97,Y,CLE,American League,1B,CLE,5/29/1996,,R,103,,,Harrison Central (MS) HS,2014-06-17T00:00:00,0,Y,Round 3,656252,114,05/29/96,Bobby,Bradley,,
68725,68725,9,,,Grayson Greiner,238,1,6,-1,3,3,JR,46,R,June Amateur Draft,,6,25,2014,"Greiner, Grayson",0.201,99,Y,DET,American League,C,DET,10/11/1992,,R,103,,,Blythewood (SC) HS,2014-06-17T00:00:00,0,Y,Round 3,606988,116,10/11/92,Grayson,Greiner,,
68726,68726,34,,,Jordan Luplow,195,1,1,9,3,3,JR,92,R,June Amateur Draft,0,6,26,2014,"Luplow, Jordan",0.225,100,Y,PIT,National League,RF,PIT,9/26/1993,0,R,104,0,0,Fresno State,2014-06-17T00:00:00,6,Y,Round 3,656669,134,09/26/93,Jordan,Luplow,,
68727,68727,0,,,Brett Graves,170,1,1,5.4,3,3,JR,0,R,June Amateur Draft,1,6,27,2014,"Graves, Brett",0,101,Y,OAK,American League,RHP,OAK,1/30/1993,21,R,103,1,1,Missouri,2014-06-30T00:00:00,0,Y,Round 3,605255,133,01/30/93,Brett,Graves,,
68728,68728,,,,Max Povse,185,1,8,7.36,3,3,JR,,R,June Amateur Draft,0,6,28,2014,"Povse, Max",,102,Y,ATL,National League,RHP,ATL,8/23/1993,2,R,104,0,0,UNC Greensboro,2014-06-18T00:00:00,,Y,Round 3,605428,144,08/23/93,Max,Povse,,
68730,68730,0,,,Trevor Megill,250,1,8,8.86,3,3,JR,0,L,June Amateur Draft,0,6,30,2014,"Megill, Trevor",,104,Y,STL,National League,RHP,STL,12/5/1993,29,R,104,2,1,Loyola Marymount,,0,N,Round 3,656730,138,12/05/93,Trevor,Megill,,
68732,68732,0,,,Daniel Mengden,215,1,1,4.64,4,4,JR,1,R,June Amateur Draft,1,6,1,2014,"Mengden, Daniel",0.154,106,Y,HOU,American League,RHP,HOU,2/19/1993,224,R,103,20,17,"Westside, Houston, TX",2014-06-27T00:00:00,0,Y,Round 4,596043,117,02/19/93,Daniel,Mengden,,
68736,68736,0,,,Sam Clay,227,1,3,5.6,4,4,JR,0,L,June Amateur Draft,0,6,5,2014,"Clay, Sam",0,110,Y,MIN,American League,LHP,MIN,6/21/1993,34,L,103,5,0,Buford HS,2014-06-18T00:00:00,0,Y,Round 4,621348,142,06/21/93,Sam,Clay,,
68737,68737,0,,,Ryan Yarbrough,205,1,5,4.29,4,4,JR,0,R,June Amateur Draft,0,6,6,2014,"Yarbrough, Ryan",0,111,Y,SEA,American League,LHP,SEA,12/31/1991,403,L,103,22,37,Old Dominion,2014-06-12T00:00:00,0,Y,Round 4,642232,136,12/31/91,Ryan,Yarbrough,,
68742,68742,0,,,Troy Stokes Jr.,205,1,9,-1,4,4,JR,2,R,June Amateur Draft,,5,11,2014,"Stokes Jr., Troy",0.111,116,Y,MIL,National League,CF,MIL,2/2/1996,,R,104,,,Calvert Hall College (MD) HS,2014-06-13T00:00:00,1,Y,Round 4,657011,158,02/02/96,Troy,Stokes,Jr.,
68744,68744,0,,,Logan Webb,220,1,1,3.99,4,4,JR,5,R,June Amateur Draft,0,6,13,2014,"Webb, Logan",0.098,118,Y,SFG,National League,RHP,SF,11/18/1996,227,R,104,10,15,Rocklin (CA) HS,2014-07-18T00:00:00,0,Y,Round 4,657277,137,11/18/96,Logan,Webb,,
68748,68748,0,,,Jordan Montgomery,228,1,6,3.88,4,4,JR,0,L,June Amateur Draft,0,6,17,2014,"Montgomery, Jordan",0,122,Y,NYY,American League,LHP,NYY,12/27/1992,378,L,103,16,19,South Carolina Columbia,2014-06-19T00:00:00,0,Y,Round 4,656756,147,12/27/92,Jordan,Montgomery,,
68752,68752,0,,,Brett Martin,200,1,4,3.74,4,4,JR,0,L,June Amateur Draft,0,6,21,2014,"Martin, Brett",,126,Y,TEX,American League,LHP,TEX,4/28/1995,110,L,103,8,7,Walters State CC,2014-06-10T00:00:00,0,Y,Round 4,656685,140,04/28/95,Brett,Martin,,
68754,68754,0,,,Sam Hentges,245,1,6,6.55,4,4,JR,0,L,June Amateur Draft,0,6,23,2014,"Hentges, Sam",0,128,Y,CLE,American League,LHP,CLE,7/18/1996,66,L,103,4,1,Mounds View (MN) HS,2014-06-21T00:00:00,0,Y,Round 4,656529,114,07/18/96,Sam,Hentges,,
68755,68755,0,,,Jeff Brigham,195,1,0,5.01,4,4,JR,0,R,June Amateur Draft,1,6,24,2014,"Brigham, Jeff",0.25,129,Y,LAD,National League,RHP,LAD,2/16/1992,51,R,104,6,3,Washington,2014-06-11T00:00:00,0,Y,Round 4,656257,119,02/16/92,Jeff,Brigham,,
68757,68757,0,,,Taylor Gushue,233,1,1,-1,4,4,JR,0,S,June Amateur Draft,,6,26,2014,"Gushue, Taylor",0,131,Y,PIT,National League,C,PIT,12/19/1993,,R,104,,,Florida,2014-06-12T00:00:00,0,Y,Round 4,656494,134,12/19/93,Taylor,Gushue,,
68759,68759,0,,,Chad Sobotka,225,1,7,5.36,4,4,JR,0,R,June Amateur Draft,0,6,28,2014,"Sobotka, Chad",0.333,133,Y,ATL,National League,RHP,ATL,7/10/1993,61,R,104,0,1,South Carolina - Upstate,2014-06-10T00:00:00,0,Y,Round 4,656977,144,07/10/93,Chad,Sobotka,,
68761,68761,0,,,Austin Gomber,220,1,5,4.14,4,4,JR,5,L,June Amateur Draft,0,6,30,2014,"Gomber, Austin",0.137,135,Y,STL,National League,LHP,STL,11/23/1993,207,L,104,12,16,Florida Atlantic,2014-06-14T00:00:00,0,Y,Round 4,596295,138,11/23/93,Austin,Gomber,,
68762,68762,0,,,Jacob Nix,220,1,4,7.02,5,5,JR,0,R,June Amateur Draft,0,6,1,2014,"Nix, Jacob",0,136,Y,HOU,American League,RHP,HOU,1/9/1996,21,R,103,5,2,Los Alamitos (CA) HS,,0,N,Round 5,656798,117,01/09/96,Jacob,Nix,,
68764,68764,0,,,Zach Thompson,230,1,7,3.3,5,5,JR,0,R,June Amateur Draft,0,6,3,2014,"Thompson, Zach",0.143,138,Y,CHW,American League,RHP,CWS,10/23/1993,60,R,103,6,2,Texas-Arlington,2014-06-11T00:00:00,0,Y,Round 5,605507,145,10/23/93,Zach,Thompson,,
68765,68765,0,,,Justin Steele,205,1,2,4.86,5,5,JR,0,L,June Amateur Draft,0,6,4,2014,"Steele, Justin",0.1,139,Y,CHC,National League,LHP,CHC,7/11/1995,52,L,104,4,3,George County (MS) HS,2014-06-19T00:00:00,0,Y,Round 5,657006,112,07/11/95,Justin,Steele,,
68766,68766,0,,,Jake Reed,195,1,2,3.6,5,5,JR,0,R,June Amateur Draft,0,6,5,2014,"Reed, Jake",0,140,Y,MIN,American League,RHP,MIN,9/29/1992,10,R,103,1,0,Oregon,2014-06-18T00:00:00,0,Y,Round 5,596082,142,09/29/92,Jake,Reed,,
68767,68767,0,,,Dan Altavilla,226,1,11,4.03,5,5,JR,0,R,June Amateur Draft,1,5,6,2014,"Altavilla, Dan",,141,Y,SEA,American League,P,SEA,9/8/1992,129,R,103,7,8,Mercyhurst,2014-06-11T00:00:00,0,Y,Round 5,656186,136,09/08/92,Dan,Altavilla,,
68768,68768,118,,,Rhys Hoskins,245,1,4,-1,5,5,JR,326,R,June Amateur Draft,,6,7,2014,"Hoskins, Rhys",0.241,142,Y,PHI,National League,1B,PHI,3/17/1993,,R,104,,,Cal State Sacramento,2014-06-11T00:00:00,13,Y,Round 5,656555,143,03/17/93,Rhys,Hoskins,,
68769,68769,0,,,Kevin Padlo,210,1,2,-1,5,5,JR,0,R,June Amateur Draft,,6,8,2014,"Padlo, Kevin",0.077,143,Y,COL,National League,3B,COL,7/15/1996,,R,104,,,Murrieta Valley (CA) HS,2014-06-21T00:00:00,0,Y,Round 5,656821,115,07/15/96,Kevin,Padlo,,
68770,68770,12,,,Lane Thomas,185,1,0,-1,5,5,JR,39,R,June Amateur Draft,,6,9,2014,"Thomas, Lane",0.237,144,Y,TOR,American League,RF,TOR,8/23/1995,,R,103,,,Bearden (TN) HS,2014-06-10T00:00:00,7,Y,Round 5,657041,141,08/23/95,Lane,Thomas,,
68774,68774,0,,,Sam Coonrod,225,1,1,4.97,5,5,JR,0,R,June Amateur Draft,5,6,13,2014,"Coonrod, Sam",0,148,Y,SFG,National League,RHP,SF,9/22/1992,81,R,104,5,7,Southern Illinois U Carbondale,2014-06-17T00:00:00,0,Y,Round 5,656322,137,09/22/92,Sam,Coonrod,,
68775,68775,0,,,Jake Jewell,217,1,2,7.75,5,5,JR,0,R,June Amateur Draft,0,6,14,2014,"Jewell, Jake",0,149,Y,LAA,American League,RHP,LAA,5/16/1993,34,R,103,3,0,Northeastern Oklahoma A&M,2014-06-09T00:00:00,0,Y,Round 5,657228,108,05/16/93,Jake,Jewell,,
68777,68777,0,,,David Hess,215,1,1,6.25,5,5,JR,0,R,June Amateur Draft,0,6,16,2014,"Hess, David",0,151,Y,BAL,American League,RHP,BAL,7/10/1993,161,R,103,22,6,Tullahoma (TN) HS,2014-06-12T00:00:00,0,Y,Round 5,605276,110,07/10/93,David,Hess,,
68781,68781,0,,,Tejay Antone,230,1,4,2.48,5,5,JR,0,R,June Amateur Draft,3,6,20,2014,"Antone, Tejay",0,155,Y,CIN,National League,RHP,CIN,12/5/1993,87,R,104,3,2,Legacy HS,2014-06-19T00:00:00,0,Y,Round 5,622088,113,12/05/93,Tejay,Antone,,
68782,68782,0,,,Wes Benjamin,210,1,2,6.8,5,5,JR,0,R,June Amateur Draft,0,6,21,2014,"Benjamin, Wes",,156,Y,TEX,American League,LHP,TEX,7/26/1993,40,L,103,3,2,Kansas,2014-06-15T00:00:00,0,Y,Round 5,605138,140,07/26/93,Wes,Benjamin,,
68784,68784,,,,Julian Merryweather,215,1,4,4.37,5,5,JR,,R,June Amateur Draft,2,6,23,2014,"Merryweather, Julian",,158,Y,CLE,American League,RHP,CLE,10/14/1991,23,R,103,1,0,Oklahoma Baptist,2014-06-10T00:00:00,,Y,Round 5,657240,114,10/14/91,Julian,Merryweather,,
68788,68788,0,,,Heath Fillmyer,195,1,1,5.07,5,5,JR,1,R,June Amateur Draft,0,6,27,2014,"Fillmyer, Heath",0.25,162,Y,OAK,American League,RHP,OAK,5/16/1994,72,R,103,4,4,Mercer County CC,2014-06-30T00:00:00,0,Y,Round 5,641571,133,05/16/94,Heath,Fillmyer,,
68795,68795,0,,,Dylan Cease,195,1,2,4.42,6,6,JR,0,R,June Amateur Draft,0,6,4,2014,"Cease, Dylan",0.375,169,Y,CHC,National League,RHP,CHC,12/28/1995,346,R,104,18,22,Milton (GA) HS,2014-07-07T00:00:00,0,Y,Round 6,656302,112,12/28/95,Dylan,Cease,,
68796,68796,0,,,John Curtiss,220,1,5,3.63,6,6,JR,0,R,June Amateur Draft,2,6,5,2014,"Curtiss, John",0,170,Y,MIN,American League,RHP,MIN,4/5/1993,87,R,103,2,6,Texas,2014-07-02T00:00:00,0,Y,Round 6,595928,142,04/05/93,John,Curtiss,,
68798,68798,,,,Brandon Leibrandt,190,1,4,2,6,6,JR,,L,June Amateur Draft,0,6,7,2014,"Leibrandt, Brandon",,172,Y,PHI,National League,LHP,PHI,12/13/1992,3,L,104,0,0,Florida State,2014-06-11T00:00:00,,Y,Round 6,605335,143,12/13/92,Brandon,Leibrandt,,
68806,68806,0,,,Zac Curtis,190,1,9,4.74,6,6,JR,0,L,June Amateur Draft,0,5,15,2014,"Curtis, Zac",,180,Y,ARI,National League,LHP,ARI,7/4/1992,34,L,104,2,0,Middle Tennessee State,2014-06-11T00:00:00,0,Y,Round 6,657205,109,07/04/92,Zac,Curtis,,
68807,68807,0,,,Tanner Scott,235,1,0,4.73,6,6,JR,0,R,June Amateur Draft,1,6,16,2014,"Scott, Tanner",,181,Y,BAL,American League,LHP,BAL,7/22/1994,208,L,103,8,9,Howard College,2014-06-26T00:00:00,0,Y,Round 6,656945,110,07/22/94,Tanner,Scott,,
68808,68808,0,,,Jonathan Holder,232,1,2,4.38,6,6,JR,0,R,June Amateur Draft,0,6,17,2014,"Holder, Jonathan",,182,Y,NYY,American League,RHP,NYY,6/9/1993,165,R,103,6,10,Mississippi State,2014-06-19T00:00:00,0,Y,Round 6,656547,147,06/09/93,Jonathan,Holder,,
68810,68810,0,,,Austen Williams,220,1,3,10.8,6,6,JR,0,R,June Amateur Draft,0,6,19,2014,"Williams, Austen",,184,Y,WSN,National League,RHP,WSH,12/19/1992,9,R,104,1,0,Texas State,2014-06-18T00:00:00,0,Y,Round 6,657117,120,12/19/92,Austen,Williams,,
68812,68812,8,,,Jose Trevino,210,1,11,-1,6,6,JR,53,R,June Amateur Draft,,5,21,2014,"Trevino, Jose",0.241,186,Y,TEX,American League,3B,TEX,11/28/1992,,R,103,,,Oral Roberts,2014-06-09T00:00:00,1,Y,Round 6,624431,140,11/28/92,Jose,Trevino,,
68814,68814,8,,,Greg Allen,185,1,0,-1,6,6,JR,59,S,June Amateur Draft,,6,23,2014,"Allen, Greg",0.241,188,Y,CLE,American League,CF,CLE,3/15/1993,,R,103,,,San Diego State,2014-06-13T00:00:00,37,Y,Round 6,656185,114,03/15/93,Greg,Allen,,
68815,68815,0,,,Brock Stewart,220,1,3,6.05,6,6,JR,1,L,June Amateur Draft,1,6,24,2014,"Stewart, Brock",0.158,189,Y,LAD,National League,RHP,LAD,10/3/1991,87,R,104,3,6,Illinois State,2014-06-11T00:00:00,0,Y,Round 6,592779,119,10/03/91,Brock,Stewart,,
68825,68825,0,,,James Norwood,215,1,2,3.81,7,7,JR,0,R,June Amateur Draft,0,6,4,2014,"Norwood, James",0,199,Y,CHC,National League,RHP,CHC,12/24/1993,24,R,104,2,0,Saint Louis University,2014-06-19T00:00:00,0,Y,Round 7,656803,112,12/24/93,James,Norwood,,
68831,68831,0,,,Brad Wieck,257,1,8,3.77,7,7,JR,0,L,June Amateur Draft,0,6,10,2014,"Wieck, Brad",0,205,Y,NYM,National League,LHP,NYM,10/14/1991,89,L,104,2,2,Frank Phillips College,2014-06-11T00:00:00,0,Y,Round 7,623364,121,10/14/91,Brad,Wieck,,
68838,68838,0,,,Mark Payton,180,1,8,-1,7,7,JR,0,L,June Amateur Draft,,5,17,2014,"Payton, Mark",0.175,212,Y,NYY,American League,,NYY,12/7/1991,,L,103,,,Texas,2014-06-23T00:00:00,1,Y,Round 7,592622,147,12/07/91,Mark,Payton,,
68845,68845,,,,Trevor Oaks,249,1,2,7.24,7,7,JR,,R,June Amateur Draft,0,6,24,2014,"Oaks, Trevor",,219,Y,LAD,National League,RHP,LAD,3/26/1993,10,R,104,2,0,California Baptist,2014-06-16T00:00:00,,Y,Round 7,656805,119,03/26/93,Trevor,Oaks,,
68859,68859,0,,,Harrison Musgrave,206,1,1,4.45,8,8,JR,0,L,June Amateur Draft,0,6,8,2014,"Musgrave, Harrison",0,233,Y,COL,National League,LHP,COL,3/3/1992,44,L,104,3,2,West Virginia,2014-06-15T00:00:00,0,Y,Round 8,643466,115,03/03/92,Harrison,Musgrave,,
68860,68860,0,,,Justin Shafer,205,1,2,4.7,8,8,JR,0,R,June Amateur Draft,1,6,9,2014,"Shafer, Justin",,234,Y,TOR,American League,RHP,TOR,9/18/1992,46,R,103,1,2,"Lake Wales, FL",2014-06-08T00:00:00,0,Y,Round 8,596101,141,09/18/92,Justin,Shafer,,
68864,68864,25,,,Austin Slater,204,1,1,0,8,8,JR,98,R,June Amateur Draft,0,6,13,2014,"Slater, Austin",0.25,238,Y,SFG,National League,CF,SF,12/13/1992,0,R,104,0,0,Stanford,2014-07-18T00:00:00,31,Y,Round 8,596103,137,12/13/92,Austin,Slater,,
68867,68867,10,,,Stevie Wilkerson,200,1,2,7.11,8,8,JR,40,S,June Amateur Draft,1,6,16,2014,"Wilkerson, Stevie",0.21,241,Y,BAL,American League,2B,BAL,1/11/1992,1,R,103,0,0,Pope (GA) HS,2014-06-12T00:00:00,6,Y,Round 8,592859,110,01/11/92,Stevie,Wilkerson,,
68869,68869,37,,,Ryan O'Hearn,220,1,3,-1,8,8,JR,115,L,June Amateur Draft,,6,18,2014,"O'Hearn, Ryan",0.216,243,Y,KCR,American League,1B,KC,7/26/1993,,L,103,,,Sam Houston State,2014-06-10T00:00:00,0,Y,Round 8,656811,118,07/26/93,Ryan,O'Hearn,,
68871,68871,4,,,Brian O'Grady,215,1,2,-1,8,8,JR,12,L,June Amateur Draft,,6,20,2014,"O'Grady, Brian",0.184,245,Y,CIN,National League,1B,CIN,5/17/1992,,R,104,,,Rutgers,2014-06-13T00:00:00,1,Y,Round 8,657434,113,05/17/92,Brian,O'Grady,,
68872,68872,0,,,Erik Swanson,220,1,3,5.42,8,8,JR,0,R,June Amateur Draft,3,6,21,2014,"Swanson, Erik",0,246,Y,TEX,American League,RHP,TEX,9/4/1993,93,R,103,10,1,Iowa Western CC,2014-06-11T00:00:00,0,Y,Round 8,657024,140,09/04/93,Erik,Swanson,,
68876,68876,0,,,Artie Lewicki,195,1,3,5.16,8,8,JR,0,R,June Amateur Draft,0,6,25,2014,"Lewicki, Artie",,250,Y,DET,American League,RHP,DET,4/8/1992,41,R,103,3,0,St Joseph Regional School (NJ) HS,2014-07-08T00:00:00,0,Y,Round 8,592499,116,04/08/92,Artie,Lewicki,,
68911,68911,0,,,Daniel Ponce de Leon,200,1,3,4.33,9,9,JR,1,R,June Amateur Draft,3,6,30,2014,"Ponce de Leon, Daniel",0.043,285,Y,STL,National League,RHP,STL,1/16/1992,152,R,104,8,3,La Mirada (CA) HS,2014-06-11T00:00:00,0,Y,Round 9,594965,138,01/16/92,Daniel,Ponce,de,Leon
68913,68913,0,,,Dillon Peters,190,1,11,5.48,10,10,JR,0,L,June Amateur Draft,0,5,2,2014,"Peters, Dillon",0.048,287,Y,MIA,National League,LHP,MIA,8/31/1992,124,L,104,10,8,Texas,2014-07-18T00:00:00,0,Y,Round 10,596071,146,08/31/92,Dillon,Peters,,
68920,68920,0,,,Jordan Romano,225,1,5,2.99,10,10,JR,0,R,June Amateur Draft,23,6,9,2014,"Romano, Jordan",,294,Y,TOR,American League,RHP,TOR,4/21/1993,123,R,103,4,9,Father Michael McGivney (Canada) HS,2014-06-12T00:00:00,0,Y,Round 10,605447,141,04/21/93,Jordan,Romano,,
68937,68937,0,,,Alex McRae,220,1,2,7.34,10,10,JR,0,R,June Amateur Draft,0,6,26,2014,"McRae, Alex",0.25,311,Y,PIT,National League,RHP,PIT,4/6/1993,27,R,104,5,0,Jacksonville,2014-06-11T00:00:00,0,Y,Round 10,656725,134,04/06/93,Alex,McRae,,
68942,68942,,,,Dean Deetz,189,1,1,5.4,11,11,JR,,R,June Amateur Draft,0,6,1,2014,"Deetz, Dean",,316,Y,HOU,American League,RHP,HOU,11/29/1993,3,R,103,0,0,Northeastern Oklahoma A&M,2014-06-17T00:00:00,,Y,Round 11,657209,117,11/29/93,Dean,Deetz,,
68950,68950,,,,Jake Latz,185,1,2,5.79,11,11,JR,,R,June Amateur Draft,0,6,9,2014,"Latz, Jake",,324,Y,TOR,American League,LHP,TOR,4/8/1996,4,L,103,1,0,Lemont (IL) HS,,,N,Round 11,656641,141,04/08/96,Jake,Latz,,
68952,68952,1,,,Brandon Woodruff,243,1,4,3.22,11,11,JR,7,L,June Amateur Draft,1,6,11,2014,"Woodruff, Brandon",0.186,326,Y,MIL,National League,RHP,MIL,2/10/1993,521,R,104,21,28,Mississippi State,2014-06-12T00:00:00,0,Y,Round 11,605540,158,02/10/93,Brandon,Woodruff,,
68957,68957,0,,,John Means,235,1,3,3.7,11,11,JR,0,L,June Amateur Draft,0,6,16,2014,"Means, John",0.333,331,Y,BAL,American League,LHP,BAL,4/24/1993,299,L,103,23,20,West Virginia,2014-06-25T00:00:00,0,Y,Round 11,607644,110,04/24/93,John,Means,,
68978,68978,0,,,Austin Davis,235,1,4,5.34,12,12,JR,0,L,June Amateur Draft,0,6,7,2014,"Davis, Austin",0,352,Y,PHI,National League,LHP,PHI,2/3/1993,95,L,104,4,1,Cal State Bakersfield,2014-06-19T00:00:00,0,Y,Round 12,656354,143,02/03/93,Austin,Davis,,
68980,68980,,,,Tanner Houck,230,1,5,3.08,12,12,JR,,R,June Amateur Draft,1,6,9,2014,"Houck, Tanner",,354,Y,TOR,American League,RHP,TOR,6/29/1996,97,R,103,5,4,Collinsville (IL) HS,,,N,Round 12,656557,141,06/29/96,Tanner,Houck,,
68982,68982,0,,,Jordan Yamamoto,185,1,0,6.05,12,12,JR,1,R,June Amateur Draft,0,6,11,2014,"Yamamoto, Jordan",0.087,356,Y,MIL,National League,RHP,MIL,5/11/1996,98,R,104,7,5,St Louis School (HI) HS,2014-06-24T00:00:00,0,Y,Round 12,657141,158,05/11/96,Jordan,Yamamoto,,
68988,68988,1,,,Chris Gittens,250,1,4,-1,12,12,JR,5,R,June Amateur Draft,,6,17,2014,"Gittens, Chris",0.111,362,Y,NYY,American League,1B,NYY,2/4/1994,,R,103,,,Grayson CC,2014-06-19T00:00:00,0,Y,Round 12,656467,147,02/04/94,Chris,Gittens,,
68993,68993,0,,,Braxton Lee,185,1,10,-1,12,12,JR,2,L,June Amateur Draft,,5,22,2014,"Lee, Braxton",0.176,367,Y,TBR,American League,CF,TB,8/23/1993,,R,103,,,Ole Miss,2014-07-01T00:00:00,0,Y,Round 12,657658,139,08/23/93,Braxton,Lee,,
69000,69000,0,,,Jalen Beeks,215,1,11,4.54,12,12,JR,0,L,June Amateur Draft,2,5,29,2014,"Beeks, Jalen",0,374,Y,BOS,American League,LHP,BOS,7/10/1993,157,L,103,5,12,Arkansas Fayetteville,2014-06-20T00:00:00,0,Y,Round 12,656222,111,07/10/93,Jalen,Beeks,,
69019,69019,,,,Eric Stout,205,1,3,23.14,13,13,JR,,L,June Amateur Draft,0,6,18,2014,"Stout, Eric",,393,Y,KCR,American League,LHP,KC,3/27/1993,2,L,103,0,0,Butler,2014-06-10T00:00:00,,Y,Round 13,657770,118,03/27/93,Eric,Stout,,
69030,69030,,,,Chandler Shepherd,215,1,1,6.63,13,13,JR,,R,June Amateur Draft,0,6,29,2014,"Shepherd, Chandler",,404,Y,BOS,American League,RHP,BOS,8/25/1992,17,R,103,0,0,Kentucky,2014-06-13T00:00:00,,Y,Round 13,605469,111,08/25/92,Chandler,Shepherd,,
69045,69045,0,,,Justin Anderson,230,1,3,4.75,14,14,JR,0,L,June Amateur Draft,5,6,14,2014,"Anderson, Justin",,419,Y,LAA,American League,RHP,LAA,9/28/1992,127,R,103,3,6,St Pius X (TX) HS,2014-06-13T00:00:00,0,Y,Round 14,605121,108,09/28/92,Justin,Anderson,,
